Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
2515,TVC-SCL SPL,30,BBS,BHUBANESWAR,15:50:00,15:55:00,2145,TVC,TRIVANDRUM CENTRAL,SCL,SILCHAR
2841,SRC MAS SPL,5,BBS,BHUBANESWAR,19:20:00,19:25:00,433,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2842,MAS SRC SPL,8,BBS,BHUBANESWAR,15:45:00,15:50:00,1222,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
3101,KOAA PURI SP,7,BBS,BHUBANESWAR,10:10:00,10:15:00,460,KOAA,KOLKATA,PURI,PURI
3102,PURI KOAA SP,3,BBS,BHUBANESWAR,00:05:00,00:10:00,62,PURI,PURI,KOAA,KOLKATA
6009,SRC-PDY SPL,6,BBS,BHUBANESWAR,20:15:00,20:20:00,434,SRC,SANTRAGACHI JN.,PDY,PONDICHERRY
6010,PDY-SRC SPL,22,BBS,BHUBANESWAR,21:20:00,21:25:00,1410,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6057,SRC-MAS  SPL,6,BBS,BHUBANESWAR,06:55:00,07:00:00,433,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
6058,MAS-SRC  EXP,14,BBS,BHUBANESWAR,11:55:00,12:00:00,1222,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
7149,SC-GHY HSP,16,BBS,BHUBANESWAR,03:40:00,03:45:00,1107,SC,SECUNDERABAD JN.,GHY,GUWAHATI
7438,KCG-TATA HSP,20,BBS,BHUBANESWAR,08:45:00,08:50:00,1113,KCG,KACHEGUDA,TATA,TATANAGAR JN
7439,TATA-KCG HSP,9,BBS,BHUBANESWAR,07:30:00,07:35:00,420,TATA,TATANAGAR JN,KCG,KACHEGUDA
8064,BQA-KGP DEMU,12,BBS,BHUBANESWAR,03:20:00,03:25:00,1597,BQA,BANKURA,KGP,KHARAGPUR
8403,PURI-SRC WEE,3,BBS,BHUBANESWAR,23:00:00,23:05:00,62,PURI,PURI,SRC,SANTRAGACHI JN.
8404,SRC-PURI WEE,7,BBS,BHUBANESWAR,01:10:00,01:15:00,434,SRC,SANTRAGACHI JN.,PURI,PURI
11019,KONARK EXPRE,39,BBS,BHUBANESWAR,04:15:00,04:15:00,1941,CSMT,CST-MUMBAI,BBS,BHUBANESWAR
11020,KONARK EXPRE,1,BBS,BHUBANESWAR,15:25:00,15:25:00,0,BBS,BHUBANESWAR,CSMT,CST-MUMBAI
12073,HWH-BBS JAN,9,BBS,BHUBANESWAR,20:20:00,20:20:00,442,HWH,HOWRAH JN.,BBS,BHUBANESWAR
12074,BBS-HWH JAN,1,BBS,BHUBANESWAR,06:00:00,06:00:00,0,BBS,BHUBANESWAR,HWH,HOWRAH JN.
12145,LTT-PURI WEE,25,BBS,BHUBANESWAR,05:35:00,05:40:00,1826,LTT,LOKMANYA TILAK TERMINUS,PURI,PURI
12146,PURI-LTT WEE,3,BBS,BHUBANESWAR,22:35:00,22:40:00,62,PURI,PURI,LTT,LOKMANYA TILAK TERMINUS
12245,HWH - YPR WE,2,BBS,BHUBANESWAR,16:50:00,17:00:00,442,HWH,HOWRAH JN.,YPR,YESVANTPUR JN.
12246,YPR - HWH WE,5,BBS,BHUBANESWAR,09:40:00,09:50:00,1518,YPR,YESVANTPUR JN.,HWH,HOWRAH JN.
12253,YPR-BGP ANGA,16,BBS,BHUBANESWAR,15:30:00,15:35:00,1531,YPR,YESVANTPUR JN.,BGP,BHAGALPUR
12254,BGP-YPR ANGA,14,BBS,BHUBANESWAR,05:50:00,05:55:00,948,BGP,BHAGALPUR,YPR,YESVANTPUR JN.
12277,HWH-PURI SHA,7,BBS,BHUBANESWAR,20:40:00,20:42:00,442,HWH,HOWRAH JN.,PURI,PURI
12278,PURI-HWH SHA,2,BBS,BHUBANESWAR,06:40:00,06:42:00,62,PURI,PURI,HWH,HOWRAH JN.
12281,BBS-NDLS DUR,1,BBS,BHUBANESWAR,08:00:00,08:00:00,0,BBS,BHUBANESWAR,NDLS,NEW DELHI
12282,NDLS-BBS DUR,6,BBS,BHUBANESWAR,10:45:00,10:45:00,1717,NDLS,NEW DELHI,BBS,BHUBANESWAR
12503,BNC - KYQ HU,13,BBS,BHUBANESWAR,11:50:00,11:55:00,1573,BNC,BANGALORE CANTT.,KYQ,KAMAKHYA JN
12504,KYQ - BNC HU,11,BBS,BHUBANESWAR,19:20:00,19:25:00,1459,KYQ,KAMAKHYA JN,BNC,BANGALORE CANTT.
12507,TVC - SCL EX,30,BBS,BHUBANESWAR,06:05:00,06:10:00,2138,TVC,TRIVANDRUM CENTRAL,SCL,SILCHAR
12508,SCL - TVC EX,28,BBS,BHUBANESWAR,07:35:00,07:40:00,1794,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12509,SBC -GHY EXP,18,BBS,BHUBANESWAR,02:25:00,02:30:00,1579,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12510,GHY-SBC EXP,24,BBS,BHUBANESWAR,07:35:00,07:40:00,1414,GHY,GUWAHATI,BNC,BANGALORE CANTT.
12513,SC - GHY EXP,11,BBS,BHUBANESWAR,02:25:00,02:30:00,1150,SC,SECUNDERABAD JN.,GHY,GUWAHATI
12514,GHY - SC EXP,20,BBS,BHUBANESWAR,07:35:00,07:40:00,1414,GHY,GUWAHATI,SC,SECUNDERABAD JN.
12515,TVC - SCL EX,29,BBS,BHUBANESWAR,02:25:00,02:30:00,2138,TVC,TRIVANDRUM CENTRAL,SCL,SILCHAR
12516,SCL -TVC EXP,28,BBS,BHUBANESWAR,07:35:00,07:40:00,1794,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12551,YPR - KYQ AC,11,BBS,BHUBANESWAR,09:55:00,10:00:00,1574,YPR,YESVANTPUR JN.,KYQ,KAMAKHYA JN
12552,KYQ - YPR AC,19,BBS,BHUBANESWAR,16:45:00,16:50:00,1450,KYQ,KAMAKHYA JN,YPR,YESVANTPUR JN.
12659,NCJ-SHM GURU,37,BBS,BHUBANESWAR,06:05:00,06:10:00,2141,NCJ,NAGERCOIL JN.,SHM,SHALIMAR
12660,SHM-NCJ GURU,8,BBS,BHUBANESWAR,06:40:00,06:45:00,439,SHM,SHALIMAR,NCJ,NAGERCOIL JN.
12663,HWH-TPJ EXPR,6,BBS,BHUBANESWAR,22:30:00,22:35:00,442,HWH,HOWRAH JN.,TPJ,TIRUCHIRAPPALLI JN.
12664,TPJ-HWH EXP,19,BBS,BHUBANESWAR,18:50:00,18:55:00,1563,TPJ,TIRUCHIRAPPALLI JN.,HWH,HOWRAH JN.
12665,HWH-CAPE EXP,5,BBS,BHUBANESWAR,22:30:00,22:35:00,442,HWH,HOWRAH JN.,CAPE,KANNIYAKUMARI
12666,CAPE HWH EXP,28,BBS,BHUBANESWAR,18:50:00,18:55:00,1965,CAPE,KANNIYAKUMARI,HWH,HOWRAH JN.
12703,HWH-SC FALAK,7,BBS,BHUBANESWAR,13:50:00,13:55:00,442,HWH,HOWRAH JN.,SC,SECUNDERABAD JN.
12704,SC-HWH FALAK,20,BBS,BHUBANESWAR,10:45:00,10:50:00,1107,SC,SECUNDERABAD JN.,HWH,HOWRAH JN.
12773,SHM-SC AC EX,6,BBS,BHUBANESWAR,22:30:00,22:35:00,439,SHM,SHALIMAR,SC,SECUNDERABAD JN.
12774,SC-SHM AC  E,11,BBS,BHUBANESWAR,00:55:00,01:00:00,1150,SC,SECUNDERABAD JN.,SHM,SHALIMAR
12801,PURI-NDLS PU,3,BBS,BHUBANESWAR,22:55:00,23:00:00,62,PURI,PURI,NDLS,NEW DELHI
12802,NDLS-PURI PU,29,BBS,BHUBANESWAR,03:30:00,03:35:00,1798,NDLS,NEW DELHI,PURI,PURI
12815,NANDAN KANAN,3,BBS,BHUBANESWAR,12:10:00,12:15:00,62,PURI,PURI,NDLS,NEW DELHI
12816,NANDAN KANAN,27,BBS,BHUBANESWAR,10:25:00,10:30:00,1725,NDLS,NEW DELHI,PURI,PURI
12819,BBS-NDLS SAM,1,BBS,BHUBANESWAR,15:50:00,15:50:00,0,BBS,BHUBANESWAR,ANVT,ANAND VIHAR TERMINAL
